currency,city,meal,mcmeal,beer restaurant,milk,rice,potato,water,cigarettes,coffee,ticket,rent,country,latitude,longitude,group,cityproper,overall_rank
€,Pavia,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.0, 37]","['Domestic Beer (0.5 liter draught) ', 5.5, 24]","['Milk (regular), (1 liter) ', 1.48, 24]","['Rice (white), (1kg) ', 3.1, 10]","['Potato (1kg) ', 1.5, 47]","['Water (1.5 liter bottle) ', 0.32, 83]","['Cigarettes 20 Pack (Marlboro) ', 6.0, 40]","['Cappuccino (regular) ', 1.49, 121]","['One-way Ticket (Local Transport) ', 1.5, 51]","['Apartment (3 bedrooms) in City Centre ', 1250.0, 108]", Italy,45.1847248,9.1582069,2,Pavia,123
€,Pisa,"['Meal, Inexpensive Restaurant ', 14.0, 20]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.41, 29]","['Rice (white), (1kg) ', 1.8, 85]","['Potato (1kg) ', 1.67, 35]","['Water (1.5 liter bottle) ', 0.41, 77]","['Cigarettes 20 Pack (Marlboro) ', 6.0, 40]","['Cappuccino (regular) ', 1.5, 120]","['One-way Ticket (Local Transport) ', 1.7, 49]","['Apartment (3 bedrooms) in City Centre ', 1053.33, 131]", Italy,43.7228386,10.4016888,2,Pisa,134
€,Plovdiv,"['Meal, Inexpensive Restaurant ', 7.67, 53]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 6.14, 50]","['Domestic Beer (0.5 liter draught) ', 2.56, 59]","['Milk (regular), (1 liter) ', 1.55, 19]","['Rice (white), (1kg) ', 1.79, 86]","['Potato (1kg) ', 0.87, 84]","['Water (1.5 liter bottle) ', 0.65, 64]","['Cigarettes 20 Pack (Marlboro) ', 3.07, 73]","['Cappuccino (regular) ', 1.92, 100]","['One-way Ticket (Local Transport) ', 0.51, 73]","['Apartment (3 bedrooms) in City Centre ', 612.59, 156]",Bulgaria,42.1354079,24.7452904,2,Plovdiv,170
€,Poitiers France,"['Meal, Inexpensive Restaurant ', 14.0, 20]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 6.0, 17]","['Milk (regular), (1 liter) ', 1.08, 52]","['Rice (white), (1kg) ', 1.93, 78]","['Potato (1kg) ', 2.5, 4]","['Water (1.5 liter bottle) ', 0.29, 85]","['Cigarettes 20 Pack (Marlboro) ', 11.5, 17]","['Cappuccino (regular) ', 2.1, 91]","['One-way Ticket (Local Transport) ', 1.7, 49]","['Apartment (3 bedrooms) in City Centre ', 930.0, 143]", France,46.580224,0.340375,2,Poitiers,116
€,Porto,"['Meal, Inexpensive Restaurant ', 10.0, 42]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.0, 37]","['Domestic Beer (0.5 liter draught) ', 3.0, 54]","['Milk (regular), (1 liter) ', 0.89, 71]","['Rice (white), (1kg) ', 1.38, 104]","['Potato (1kg) ', 1.38, 57]","['Water (1.5 liter bottle) ', 0.69, 61]","['Cigarettes 20 Pack (Marlboro) ', 5.5, 48]","['Cappuccino (regular) ', 2.09, 92]","['One-way Ticket (Local Transport) ', 2.0, 45]","['Apartment (3 bedrooms) in City Centre ', 1887.63, 50]", Portugal,41.1579438,-8.6291053,2,Porto,124
€,Poznan,"['Meal, Inexpensive Restaurant ', 9.36, 45]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.02, 45]","['Domestic Beer (0.5 liter draught) ', 3.28, 49]","['Milk (regular), (1 liter) ', 0.88, 72]","['Rice (white), (1kg) ', 1.41, 102]","['Potato (1kg) ', 0.76, 92]","['Water (1.5 liter bottle) ', 0.6, 68]","['Cigarettes 20 Pack (Marlboro) ', 4.33, 69]","['Cappuccino (regular) ', 3.08, 64]","['One-way Ticket (Local Transport) ', 0.98, 62]","['Apartment (3 bedrooms) in City Centre ', 1056.48, 130]",Poland,52.406374,16.9251681,3,Poznan,152
€,Prague,"['Meal, Inexpensive Restaurant ', 9.19, 47]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.99, 38]","['Domestic Beer (0.5 liter draught) ', 2.4, 62]","['Milk (regular), (1 liter) ', 0.94, 66]","['Rice (white), (1kg) ', 2.01, 75]","['Potato (1kg) ', 1.17, 71]","['Water (1.5 liter bottle) ', 0.66, 63]","['Cigarettes 20 Pack (Marlboro) ', 6.11, 38]","['Cappuccino (regular) ', 2.92, 74]","['One-way Ticket (Local Transport) ', 1.2, 54]","['Apartment (3 bedrooms) in City Centre ', 1854.3, 52]",Czech Republic,50.0755381,14.4378005,3,Prague,119
€,Regensburg,"['Meal, Inexpensive Restaurant ', 13.0, 25]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 4.0, 41]","['Milk (regular), (1 liter) ', 1.01, 59]","['Rice (white), (1kg) ', 2.71, 31]","['Potato (1kg) ', 1.4, 56]","['Water (1.5 liter bottle) ', 0.76, 55]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 3.32, 51]","['One-way Ticket (Local Transport) ', 2.9, 29]","['Apartment (3 bedrooms) in City Centre ', 1500.0, 75]", Germany,49.0134297,12.1016236,2,Regensburg,72
€,Rennes,"['Meal, Inexpensive Restaurant ', 14.0, 20]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 6.0, 17]","['Milk (regular), (1 liter) ', 1.08, 52]","['Rice (white), (1kg) ', 2.05, 72]","['Potato (1kg) ', 1.5, 47]","['Water (1.5 liter bottle) ', 0.29, 85]","['Cigarettes 20 Pack (Marlboro) ', 12.0, 16]","['Cappuccino (regular) ', 2.1, 91]","['One-way Ticket (Local Transport) ', 1.7, 49]","['Apartment (3 bedrooms) in City Centre ', 1266.67, 106]", France,48.117266,-1.6777926,2,Rennes,104
€,Reykjavik,"['Meal, Inexpensive Restaurant ', 19.21, 8]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 16.31, 2]","['Domestic Beer (0.5 liter draught) ', 9.78, 1]","['Milk (regular), (1 liter) ', 1.51, 22]","['Rice (white), (1kg) ', 2.8, 22]","['Potato (1kg) ', 2.84, 2]","['Water (1.5 liter bottle) ', 1.81, 8]","['Cigarettes 20 Pack (Marlboro) ', 10.82, 19]","['Cappuccino (regular) ', 4.74, 6]","['One-way Ticket (Local Transport) ', 4.11, 4]","['Apartment (3 bedrooms) in City Centre ', 2503.29, 17]", Iceland,64.146582,-21.9426354,1,Reykjavik,3
€,Riga,"['Meal, Inexpensive Restaurant ', 10.0, 42]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.5, 41]","['Domestic Beer (0.5 liter draught) ', 4.5, 35]","['Milk (regular), (1 liter) ', 1.17, 45]","['Rice (white), (1kg) ', 2.65, 36]","['Potato (1kg) ', 0.85, 86]","['Water (1.5 liter bottle) ', 0.79, 52]","['Cigarettes 20 Pack (Marlboro) ', 4.9, 62]","['Cappuccino (regular) ', 3.26, 56]","['One-way Ticket (Local Transport) ', 1.5, 51]","['Apartment (3 bedrooms) in City Centre ', 874.0, 150]",Latvia,56.9676941,24.1056221,3,Riga,138
€,Rome,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 4.5, 35]","['Milk (regular), (1 liter) ', 1.56, 18]","['Rice (white), (1kg) ', 2.48, 49]","['Potato (1kg) ', 1.47, 50]","['Water (1.5 liter bottle) ', 0.39, 79]","['Cigarettes 20 Pack (Marlboro) ', 6.0, 40]","['Cappuccino (regular) ', 1.46, 122]","['One-way Ticket (Local Transport) ', 1.5, 51]","['Apartment (3 bedrooms) in City Centre ', 2107.29, 33]",Italy,41.9027835,12.4963655,2,Rome,95
€,Rotterdam,"['Meal, Inexpensive Restaurant ', 18.0, 11]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 5.6, 22]","['Milk (regular), (1 liter) ', 1.08, 52]","['Rice (white), (1kg) ', 3.0, 12]","['Potato (1kg) ', 1.83, 25]","['Water (1.5 liter bottle) ', 0.89, 42]","['Cigarettes 20 Pack (Marlboro) ', 10.0, 21]","['Cappuccino (regular) ', 3.39, 46]","['One-way Ticket (Local Transport) ', 3.5, 11]","['Apartment (3 bedrooms) in City Centre ', 2020.0, 38]",Netherlands,51.9244201,4.4777325,2,Rotterdam,24
€,Rouen France,"['Meal, Inexpensive Restaurant ', 13.25, 23]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.9, 28]","['Domestic Beer (0.5 liter draught) ', 6.3, 13]","['Milk (regular), (1 liter) ', 1.03, 57]","['Rice (white), (1kg) ', 1.67, 91]","['Potato (1kg) ', 1.55, 44]","['Water (1.5 liter bottle) ', 0.25, 86]","['Cigarettes 20 Pack (Marlboro) ', 12.0, 16]","['Cappuccino (regular) ', 2.7, 81]","['One-way Ticket (Local Transport) ', 1.8, 47]","['Apartment (3 bedrooms) in City Centre ', 895.0, 146]", France,49.443232,1.099971,2,Rouen ,117
€,Saarbrucken,"['Meal, Inexpensive Restaurant ', 10.0, 42]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 4.0, 41]","['Milk (regular), (1 liter) ', 0.99, 61]","['Rice (white), (1kg) ', 2.68, 33]","['Potato (1kg) ', 1.35, 60]","['Water (1.5 liter bottle) ', 0.78, 53]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 3.02, 69]","['One-way Ticket (Local Transport) ', 2.6, 35]","['Apartment (3 bedrooms) in City Centre ', 1059.83, 129]", Germany,49.2381697,6.997547,2,Saarbrucken,111
€,Salamanca,"['Meal, Inexpensive Restaurant ', 12.0, 30]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.5, 32]","['Domestic Beer (0.5 liter draught) ', 2.75, 56]","['Milk (regular), (1 liter) ', 1.05, 55]","['Rice (white), (1kg) ', 1.11, 116]","['Potato (1kg) ', 1.13, 73]","['Water (1.5 liter bottle) ', 0.57, 71]","['Cigarettes 20 Pack (Marlboro) ', 5.6, 46]","['Cappuccino (regular) ', 1.63, 113]","['One-way Ticket (Local Transport) ', 1.08, 58]","['Apartment (3 bedrooms) in City Centre ', 1500.0, 75]", Spain,40.9701039,-5.6635397,2,Salamanca,137
€,Segovia Spain,"['Meal, Inexpensive Restaurant ', 12.0, 30]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.0, 37]","['Domestic Beer (0.5 liter draught) ', 2.0, 66]","['Milk (regular), (1 liter) ', 0.98, 62]","['Rice (white), (1kg) ', 1.37, 105]","['Potato (1kg) ', 1.08, 75]","['Water (1.5 liter bottle) ', 0.62, 66]","['Cigarettes 20 Pack (Marlboro) ', 5.5, 48]","['Cappuccino (regular) ', 1.5, 120]","['One-way Ticket (Local Transport) ', 1.0, 61]","['Apartment (3 bedrooms) in City Centre ', 1550.0, 71]", Spain,40.9429032,-4.1088069,2,Segovia ,144
€,Sevilla,"['Meal, Inexpensive Restaurant ', 12.0, 30]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.5, 21]","['Domestic Beer (0.5 liter draught) ', 2.0, 66]","['Milk (regular), (1 liter) ', 1.02, 58]","['Rice (white), (1kg) ', 1.92, 79]","['Potato (1kg) ', 1.35, 60]","['Water (1.5 liter bottle) ', 0.58, 70]","['Cigarettes 20 Pack (Marlboro) ', 5.2, 55]","['Cappuccino (regular) ', 1.95, 97]","['One-way Ticket (Local Transport) ', 1.4, 53]","['Apartment (3 bedrooms) in City Centre ', 1338.89, 95]",Spain,37.3890924,-5.9844589,2,Sevilla,136
€,Siena,"['Meal, Inexpensive Restaurant ', 16.0, 15]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.05, 55]","['Rice (white), (1kg) ', 2.35, 53]","['Potato (1kg) ', 1.01, 78]","['Water (1.5 liter bottle) ', 0.35, 82]","['Cigarettes 20 Pack (Marlboro) ', 5.9, 42]","['Cappuccino (regular) ', 1.54, 119]","['One-way Ticket (Local Transport) ', 1.7, 49]","['Apartment (3 bedrooms) in City Centre ', 1483.33, 77]", Italy,43.318809,11.3307574,2,Siena,113
€,Sofia,"['Meal, Inexpensive Restaurant ', 10.23, 39]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 7.67, 39]","['Domestic Beer (0.5 liter draught) ', 2.05, 64]","['Milk (regular), (1 liter) ', 1.6, 14]","['Rice (white), (1kg) ', 1.87, 81]","['Potato (1kg) ', 1.02, 77]","['Water (1.5 liter bottle) ', 0.65, 64]","['Cigarettes 20 Pack (Marlboro) ', 3.07, 73]","['Cappuccino (regular) ', 1.97, 96]","['One-way Ticket (Local Transport) ', 0.82, 66]","['Apartment (3 bedrooms) in City Centre ', 991.65, 137]",Bulgaria,42.6977082,23.3218675,2,Sofia,161
€,St Andrews United Kingdom,"['Meal, Inexpensive Restaurant ', 18.99, 9]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 8.29, 34]","['Domestic Beer (0.5 liter draught) ', 4.75, 33]","['Milk (regular), (1 liter) ', 1.56, 18]","['Rice (white), (1kg) ', 1.88, 80]","['Potato (1kg) ', 1.63, 38]","['Water (1.5 liter bottle) ', 1.62, 11]","['Cigarettes 20 Pack (Marlboro) ', 16.61, 5]","['Cappuccino (regular) ', 4.02, 15]","['One-way Ticket (Local Transport) ', 3.56, 10]","['Apartment (3 bedrooms) in City Centre ', 1957.91, 42]", United Kingdom,56.3397753,-2.7967214,1,St Andrews,21
€,Stockholm,"['Meal, Inexpensive Restaurant ', 13.2, 24]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.68, 20]","['Domestic Beer (0.5 liter draught) ', 6.69, 11]","['Milk (regular), (1 liter) ', 1.37, 31]","['Rice (white), (1kg) ', 3.51, 6]","['Potato (1kg) ', 1.47, 50]","['Water (1.5 liter bottle) ', 1.31, 21]","['Cigarettes 20 Pack (Marlboro) ', 6.25, 37]","['Cappuccino (regular) ', 4.04, 14]","['One-way Ticket (Local Transport) ', 3.7, 8]","['Apartment (3 bedrooms) in City Centre ', 2449.04, 18]",Sweden,59.3293235,18.0685808,1,Stockholm,13
€,Strasbourg,"['Meal, Inexpensive Restaurant ', 14.0, 20]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 11.0, 10]","['Domestic Beer (0.5 liter draught) ', 5.75, 19]","['Milk (regular), (1 liter) ', 1.45, 27]","['Rice (white), (1kg) ', 1.94, 77]","['Potato (1kg) ', 2.5, 4]","['Water (1.5 liter bottle) ', 0.64, 65]","['Cigarettes 20 Pack (Marlboro) ', 12.0, 16]","['Cappuccino (regular) ', 2.85, 77]","['One-way Ticket (Local Transport) ', 1.9, 46]","['Apartment (3 bedrooms) in City Centre ', 1325.0, 97]", France,48.5734053,7.7521113,2,Strasbourg,80
€,Stuttgart,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 12.0, 7]","['Domestic Beer (0.5 liter draught) ', 4.5, 35]","['Milk (regular), (1 liter) ', 1.09, 51]","['Rice (white), (1kg) ', 2.72, 30]","['Potato (1kg) ', 1.56, 43]","['Water (1.5 liter bottle) ', 0.82, 49]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 3.6, 34]","['One-way Ticket (Local Transport) ', 3.0, 27]","['Apartment (3 bedrooms) in City Centre ', 1906.47, 48]",Germany,48.7758459,9.1829321,2,Stuttgart,42
€,Surrey,"['Meal, Inexpensive Restaurant ', 14.37, 19]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.03, 14]","['Domestic Beer (0.5 liter draught) ', 5.35, 26]","['Milk (regular), (1 liter) ', 1.69, 9]","['Rice (white), (1kg) ', 3.68, 5]","['Potato (1kg) ', 1.94, 21]","['Water (1.5 liter bottle) ', 1.52, 13]","['Cigarettes 20 Pack (Marlboro) ', 13.37, 12]","['Cappuccino (regular) ', 3.75, 25]","['One-way Ticket (Local Transport) ', 2.84, 30]","['Apartment (3 bedrooms) in City Centre ', 3017.6, 8]", United Kingdom,51.3147593,-0.5599501,1,Surrey,12
€,Szczecin,"['Meal, Inexpensive Restaurant ', 8.19, 50]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 6.79, 47]","['Domestic Beer (0.5 liter draught) ', 2.69, 57]","['Milk (regular), (1 liter) ', 0.89, 71]","['Rice (white), (1kg) ', 1.04, 119]","['Potato (1kg) ', 0.79, 91]","['Water (1.5 liter bottle) ', 0.56, 72]","['Cigarettes 20 Pack (Marlboro) ', 4.41, 67]","['Cappuccino (regular) ', 2.97, 71]","['One-way Ticket (Local Transport) ', 0.7, 68]","['Apartment (3 bedrooms) in City Centre ', 1100.01, 123]",Poland,53.4285438,14.5528116,3,Szczecin,159
€,Tallinn,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.09, 51]","['Rice (white), (1kg) ', 2.14, 68]","['Potato (1kg) ', 0.94, 81]","['Water (1.5 liter bottle) ', 1.0, 34]","['Cigarettes 20 Pack (Marlboro) ', 5.4, 52]","['Cappuccino (regular) ', 3.62, 33]","['One-way Ticket (Local Transport) ', 2.0, 45]","['Apartment (3 bedrooms) in City Centre ', 1194.64, 114]",Estonia,59.4369608,24.7535746,3,Tallinn,98
€,The Hague,"['Meal, Inexpensive Restaurant ', 14.0, 20]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 11.0, 10]","['Domestic Beer (0.5 liter draught) ', 4.0, 41]","['Milk (regular), (1 liter) ', 1.07, 53]","['Rice (white), (1kg) ', 2.37, 52]","['Potato (1kg) ', 1.78, 29]","['Water (1.5 liter bottle) ', 0.71, 60]","['Cigarettes 20 Pack (Marlboro) ', 9.5, 24]","['Cappuccino (regular) ', 3.47, 42]","['One-way Ticket (Local Transport) ', 4.0, 5]","['Apartment (3 bedrooms) in City Centre ', 2269.23, 25]",Netherlands,52.0704978,4.3006999,2,The Hague,33
€,Thessaloniki,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 4.25, 37]","['Milk (regular), (1 liter) ', 1.36, 32]","['Rice (white), (1kg) ', 2.17, 67]","['Potato (1kg) ', 1.19, 69]","['Water (1.5 liter bottle) ', 0.74, 57]","['Cigarettes 20 Pack (Marlboro) ', 4.7, 63]","['Cappuccino (regular) ', 3.51, 39]","['One-way Ticket (Local Transport) ', 0.97, 63]","['Apartment (3 bedrooms) in City Centre ', 874.41, 149]",Greece,40.6400629,22.9444191,2,Thessaloniki,129
€,Timisoara,"['Meal, Inexpensive Restaurant ', 8.04, 52]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 6.03, 51]","['Domestic Beer (0.5 liter draught) ', 2.01, 65]","['Milk (regular), (1 liter) ', 1.45, 27]","['Rice (white), (1kg) ', 1.44, 100]","['Potato (1kg) ', 0.76, 92]","['Water (1.5 liter bottle) ', 0.66, 63]","['Cigarettes 20 Pack (Marlboro) ', 5.03, 59]","['Cappuccino (regular) ', 2.63, 82]","['One-way Ticket (Local Transport) ', 0.8, 67]","['Apartment (3 bedrooms) in City Centre ', 611.3, 157]",Romania,45.7488716,21.2086793,3,Timisoara,167
€,Toulouse,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 6.5, 12]","['Milk (regular), (1 liter) ', 1.24, 40]","['Rice (white), (1kg) ', 2.42, 51]","['Potato (1kg) ', 2.5, 4]","['Water (1.5 liter bottle) ', 0.79, 52]","['Cigarettes 20 Pack (Marlboro) ', 12.5, 13]","['Cappuccino (regular) ', 2.75, 80]","['One-way Ticket (Local Transport) ', 1.8, 47]","['Apartment (3 bedrooms) in City Centre ', 1358.33, 91]",France,43.604652,1.444209,2,Toulouse,70
€,Tours France,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 6.5, 12]","['Milk (regular), (1 liter) ', 1.03, 57]","['Rice (white), (1kg) ', 1.84, 83]","['Potato (1kg) ', 1.55, 44]","['Water (1.5 liter bottle) ', 0.25, 86]","['Cigarettes 20 Pack (Marlboro) ', 11.0, 18]","['Cappuccino (regular) ', 3.42, 44]","['One-way Ticket (Local Transport) ', 1.6, 50]","['Apartment (3 bedrooms) in City Centre ', 1084.38, 125]", France,47.394144,0.68484,2,Tours,91
€,Trento,"['Meal, Inexpensive Restaurant ', 16.0, 15]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 12.0, 7]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.39, 30]","['Rice (white), (1kg) ', 2.19, 66]","['Potato (1kg) ', 2.1, 17]","['Water (1.5 liter bottle) ', 0.31, 84]","['Cigarettes 20 Pack (Marlboro) ', 6.0, 40]","['Cappuccino (regular) ', 1.81, 106]","['One-way Ticket (Local Transport) ', 1.2, 54]","['Apartment (3 bedrooms) in City Centre ', 1483.33, 77]", Italy,46.0747793,11.1217486,2,Trento,101
€,Trier Germany,"['Meal, Inexpensive Restaurant ', 12.0, 30]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.98, 16]","['Domestic Beer (0.5 liter draught) ', 4.5, 35]","['Milk (regular), (1 liter) ', 1.04, 56]","['Rice (white), (1kg) ', 2.63, 38]","['Potato (1kg) ', 1.67, 35]","['Water (1.5 liter bottle) ', 0.79, 52]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 4.02, 15]","['One-way Ticket (Local Transport) ', 2.5, 37]","['Apartment (3 bedrooms) in City Centre ', 1480.0, 78]", Germany,49.749992,6.6371433,2,Trier ,59
€,Tromso,"['Meal, Inexpensive Restaurant ', 21.3, 4]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 12.78, 6]","['Domestic Beer (0.5 liter draught) ', 9.37, 2]","['Milk (regular), (1 liter) ', 1.96, 1]","['Rice (white), (1kg) ', 3.32, 7]","['Potato (1kg) ', 2.63, 3]","['Water (1.5 liter bottle) ', 1.18, 26]","['Cigarettes 20 Pack (Marlboro) ', 12.44, 14]","['Cappuccino (regular) ', 4.83, 5]","['One-way Ticket (Local Transport) ', 3.49, 12]","['Apartment (3 bedrooms) in City Centre ', 2058.8, 36]", Norway,69.6497717,18.984122,1,Tromso,5
€,Tubingen,"['Meal, Inexpensive Restaurant ', 12.5, 28]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 4.15, 39]","['Milk (regular), (1 liter) ', 1.02, 58]","['Rice (white), (1kg) ', 2.69, 32]","['Potato (1kg) ', 1.4, 56]","['Water (1.5 liter bottle) ', 0.79, 52]","['Cigarettes 20 Pack (Marlboro) ', 8.2, 29]","['Cappuccino (regular) ', 3.42, 44]","['One-way Ticket (Local Transport) ', 3.0, 27]","['Apartment (3 bedrooms) in City Centre ', 1925.0, 46]", Germany,48.5216364,9.0576448,2,Tubingen,57
€,Turin,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.44, 28]","['Rice (white), (1kg) ', 2.67, 34]","['Potato (1kg) ', 1.59, 40]","['Water (1.5 liter bottle) ', 0.4, 78]","['Cigarettes 20 Pack (Marlboro) ', 6.0, 40]","['Cappuccino (regular) ', 1.62, 114]","['One-way Ticket (Local Transport) ', 2.0, 45]","['Apartment (3 bedrooms) in City Centre ', 1197.37, 113]",Italy,45.0703393,7.686864,2,Turin,115
€,Turku,"['Meal, Inexpensive Restaurant ', 12.75, 27]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 8.0, 6]","['Milk (regular), (1 liter) ', 1.03, 57]","['Rice (white), (1kg) ', 2.28, 59]","['Potato (1kg) ', 1.08, 75]","['Water (1.5 liter bottle) ', 1.34, 18]","['Cigarettes 20 Pack (Marlboro) ', 11.0, 18]","['Cappuccino (regular) ', 3.94, 18]","['One-way Ticket (Local Transport) ', 3.0, 27]","['Apartment (3 bedrooms) in City Centre ', 1183.33, 115]", Finland,60.4518126,22.2666303,1,Turku,63
€,Udine,"['Meal, Inexpensive Restaurant ', 15.0, 16]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.0, 27]","['Domestic Beer (0.5 liter draught) ', 5.0, 30]","['Milk (regular), (1 liter) ', 1.31, 35]","['Rice (white), (1kg) ', 2.17, 67]","['Potato (1kg) ', 1.43, 54]","['Water (1.5 liter bottle) ', 0.36, 81]","['Cigarettes 20 Pack (Marlboro) ', 6.1, 39]","['Cappuccino (regular) ', 1.58, 117]","['One-way Ticket (Local Transport) ', 1.45, 52]","['Apartment (3 bedrooms) in City Centre ', 975.0, 138]", Italy,46.0710668,13.2345794,2,Udine,135
€,Uppsala,"['Meal, Inexpensive Restaurant ', 12.76, 26]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 9.68, 20]","['Domestic Beer (0.5 liter draught) ', 7.04, 8]","['Milk (regular), (1 liter) ', 1.53, 21]","['Rice (white), (1kg) ', 3.73, 4]","['Potato (1kg) ', 1.38, 57]","['Water (1.5 liter bottle) ', 1.33, 19]","['Cigarettes 20 Pack (Marlboro) ', 5.68, 45]","['Cappuccino (regular) ', 3.9, 20]","['One-way Ticket (Local Transport) ', 3.34, 15]","['Apartment (3 bedrooms) in City Centre ', 1267.33, 105]", Sweden,59.8585638,17.6389267,1,Uppsala,50
€,Utrecht,"['Meal, Inexpensive Restaurant ', 18.0, 11]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.0, 15]","['Domestic Beer (0.5 liter draught) ', 5.5, 24]","['Milk (regular), (1 liter) ', 1.11, 49]","['Rice (white), (1kg) ', 2.54, 45]","['Potato (1kg) ', 1.75, 30]","['Water (1.5 liter bottle) ', 0.74, 57]","['Cigarettes 20 Pack (Marlboro) ', 9.0, 25]","['Cappuccino (regular) ', 3.48, 41]","['One-way Ticket (Local Transport) ', 3.0, 27]","['Apartment (3 bedrooms) in City Centre ', 2219.57, 27]",Netherlands,52.0907374,5.1214201,2,Utrecht,32
€,Valencia,"['Meal, Inexpensive Restaurant ', 13.0, 25]","['McMeal at McDonalds (or Equivalent Combo Meal) ', 10.5, 13]","['Domestic Beer (0.5 liter draught) ', 3.0, 54]","['Milk (regular), (1 liter) ', 1.03, 57]","['Rice (white), (1kg) ', 1.41, 102]","['Potato (1kg) ', 1.56, 43]","['Water (1.5 liter bottle) ', 0.57, 71]","['Cigarettes 20 Pack (Marlboro) ', 5.5, 48]","['Cappuccino (regular) ', 2.03, 93]","['One-way Ticket (Local Transport) ', 1.5, 51]","['Apartment (3 bedrooms) in City Centre ', 1679.69, 65]",Spain,39.4699075,-0.3762881,2,Valencia,114
